source_map,example_id,domain,stage_index,instruction,current_evaluator,expected_artifact,status,snapshot_support,input_snapshot,gold_snapshot,merged_stage_indices,merged_artifacts,example_json,notes,recommended_fix
Microsoft_38,7a84d01c-ded8-4fd1-e8b7-9e64515c105d,excel,1,"Could you standardize the sales amount format in column C by replacing hyphens with blanks and setting it to a numerical format with thousand separators, and then adjust the column widths to automatically fit the content by double-clicking the column header boundaries, and then add performance ratings using the nested IF formula and fill it in bulk, and then create a department table in columns G-H and use the COUNTIF function to count the number of people in each department, and then generate a chart based on the data, and then save the file as 'Sales Data Collation', and then standardize the completion rate format in column D by setting it to percentage format, filtering for anomalies, and adding a summary row with 'Total' in A7, bolded and filled with light yellow?",compare_xlsx_files,xlsx,qualified,full,20260111_223810,20260111_223813_3,"[1, 3, 4, 5, 6, 7, 2]","[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/7a84d01c-ded8-4fd1-e8b7-9e64515c105d.json,Could not find workbook content growth. Planned snapshots show an observable artifact change; using generic compare_xlsx_files evaluator.,
Microsoft_39,2af935fb-0c38-eb44-1cc7-fd30bcf7b413,ppt,1,Could you create a PowerPoint presentation named 'My_Study_Abroad_Experience.pptx' directly on your desktop?,compare_pptx_files,pptx,qualified,full,20260110_155840,20260110_155918,[1],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/2af935fb-0c38-eb44-1cc7-fd30bcf7b413.json,Target file changed between snapshots.,
Microsoft_39,48a460b9-823c-2297-bbe8-e5b631f71e83,ppt,2,"Could you design a 5-slide presentation with the following structure: Title Slide, Personal Introduction & Destination, Cultural Experiences, Academic Challenges & Growth, and Key Takeaways & Future Plans? Could you apply a unified design theme to the presentation?",compare_pptx_files,pptx,qualified,full,20260110_155918,20260110_155942,[2],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/48a460b9-823c-2297-bbe8-e5b631f71e83.json,Target file changed between snapshots.,
Microsoft_39,29b5453b-664a-92eb-d62e-5574324d5713,ppt,3,Could you insert a map image on the 'Personal Introduction & Destination' slide and a relevant photo on the 'Cultural Experiences' slide?,compare_pptx_files,pptx,qualified,full,20260110_155942,20260110_160144,[3],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/29b5453b-664a-92eb-d62e-5574324d5713.json,Target file changed between snapshots.,
Microsoft_39,a3170288-5b59-909b-216d-23683cc9c88d,ppt,4,Could you add a column chart to visualize time allocation on the 'Academic Challenges & Growth' slide?,compare_pptx_files,pptx,qualified,full,20260110_160144,20260110_160335,[4],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/a3170288-5b59-909b-216d-23683cc9c88d.json,Target file changed between snapshots.,
Microsoft_39,c74789e5-0f1e-fd10-1c3f-8e3629a9904e,ppt,5,Could you set a uniform transition effect and sound effect for all slides and add an animation to the title text?,compare_pptx_files,pptx,qualified,full,20260110_160335,20260110_160915,[5],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/c74789e5-0f1e-fd10-1c3f-8e3629a9904e.json,Target file changed between snapshots.,
Microsoft_39,c6cf960f-dfb7-63ae-fd0c-d9086731cc68,ppt,6,Could you include speaker notes on one slide?,compare_pptx_files,pptx,qualified,full,20260110_160915,20260110_161005,[6],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/c6cf960f-dfb7-63ae-fd0c-d9086731cc68.json,Target file changed between snapshots.,
Microsoft_39,6e8af18d-54bf-f486-7b75-5324ba79f770,ppt,7,Could you save the presentation and export it as a PDF to the desktop?,compare_pdfs,pdf,qualified,full,20260110_161005,20260110_161124,[7],"[""pdf""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/6e8af18d-54bf-f486-7b75-5324ba79f770.json,Target file appeared between snapshots.,
Microsoft_40,b3e2e828-2a9d-8a9f-4793-31a9dc21dd7c,excel,1,Could you create a new Excel workbook named 'Project_Task_Tracker.xlsx' and save it on your desktop?,compare_xlsx_files,xlsx,qualified,full,20260110_202605,20260110_202608,[1],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/b3e2e828-2a9d-8a9f-4793-31a9dc21dd7c.json,Target file appeared between snapshots.,
Microsoft_40,309cd946-767b-88bb-b985-c6eaae4a48c0,excel,2,"Could you design a simple project task tracking sheet with columns for Task ID, Task Name, Assigned To, Status, Estimated Hours, and Due Date?",compare_xlsx_files,xlsx,qualified,full,20260110_202608,20260110_202725,[2],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/309cd946-767b-88bb-b985-c6eaae4a48c0.json,Workbook non-empty cells increased from 0 to 5.,
Microsoft_40,eee2b235-d9a5-bcb4-466f-a99a157a7eed,excel,3,Could you populate the sheet with at least 8 sample project tasks?,compare_xlsx_files,xlsx,qualified,full,20260110_202725,20260110_202929,[3],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/eee2b235-d9a5-bcb4-466f-a99a157a7eed.json,Workbook non-empty cells increased from 5 to 53.,
Microsoft_40,8d0311b8-c136-f25b-7675-3541cf8b806b,excel,4,"Could you apply cell formatting to the 'Status' column using Data Validation to create a drop-down list with options Not Started, In Progress, and Completed?",compare_xlsx_files,xlsx,qualified,full,20260110_202929,20260110_203611,[4],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/8d0311b8-c136-f25b-7675-3541cf8b806b.json,Workbook non-empty cells increased from 53 to 62.,
Microsoft_40,72ef1ca6-6b71-5274-762e-f551c8df7ad3,excel,7,"use Conditional Formatting to highlight overdue tasks in the 'Due Date' column, and then calculate the total estimated hours using the SUM function, and then insert a Pie Chart to visualize the distribution of tasks by status?",compare_xlsx_files,xlsx,qualified,full,20260110_203611,20260110_203708,"[5, 6, 7]","[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/72ef1ca6-6b71-5274-762e-f551c8df7ad3.json,Workbook drawing/chart count increased from 0 to 1.,
Microsoft_40,f5a3a7b0-b016-b3f5-62c7-f52a0257fd0d,excel,8,Could you save the workbook and export the active worksheet as a PDF to your desktop?,compare_pdfs,pdf,qualified,full,20260110_203708,20260110_203846,[8],"[""pdf""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/f5a3a7b0-b016-b3f5-62c7-f52a0257fd0d.json,Target file appeared between snapshots.,
Microsoft_41,254eacea-9741-b1de-3cfd-82b34a31bf07,word,1,Could you create a new Word document named 'Formal_Complaint_Letter_Template.docx' on your desktop?,compare_docx_files,docx,qualified,full,20260111_144029,20260111_144129,[1],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/254eacea-9741-b1de-3cfd-82b34a31bf07.json,Target file changed between snapshots.,
Microsoft_41,948f386c-424d-86da-1c2a-ab3316cbe259,word,2,Could you design a professional letterhead section in the document with company/sender details and the current date? Could you add a clear subject line to the complaint letter template?,compare_docx_files,docx,qualified,full,20260111_144129,20260111_144206,[2],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/948f386c-424d-86da-1c2a-ab3316cbe259.json,Target file changed between snapshots.,
Microsoft_41,3c767a71-2a9d-cc1f-6e4b-648595c4036b,word,3,Could you structure paragraphs for stating the complaint details and desired resolution in the template?,compare_docx_files,docx,qualified,full,20260111_144206,20260111_144337,[3],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/3c767a71-2a9d-cc1f-6e4b-648595c4036b.json,Target file changed between snapshots.,
Microsoft_41,376cd750-2e20-6491-148f-6a3825982112,word,4,Could you insert a 2-column table to itemize specific issues in the complaint letter template? Could you include a placeholder for a digital signature in the complaint letter template?,compare_docx_files,docx,qualified,full,20260111_144337,20260111_144544,[4],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/376cd750-2e20-6491-148f-6a3825982112.json,Target file changed between snapshots.,
Microsoft_41,dcdc9d83-c105-b61e-69eb-8f8a1223d6ad,word,5,"Could you add consistent page numbering to the complaint letter template? Could you use built-in Styles for headings, adjust paragraph spacing and alignment, and apply a professional font throughout the document?",compare_docx_files,docx,qualified,full,20260111_144544,20260111_144707,[5],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/dcdc9d83-c105-b61e-69eb-8f8a1223d6ad.json,Target file changed between snapshots.,
Microsoft_41,1a133ecb-a8a8-fc49-3543-2269f6791758,word,6,Could you save the completed complaint letter template as a Word document?,compare_docx_files,docx,qualified,full,20260111_144707,20260111_144757,[6],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/1a133ecb-a8a8-fc49-3543-2269f6791758.json,Target file changed between snapshots.,
Microsoft_41,794ed83d-6758-8160-fd25-be9e5bd31faf,word,7,Could you export the complaint letter template as a PDF file to your desktop?,compare_pdfs,pdf,qualified,full,20260111_144757,20260111_145123,[7],"[""pdf""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/794ed83d-6758-8160-fd25-be9e5bd31faf.json,Target file appeared between snapshots.,
Microsoft_42,c8f8af98-a247-74a9-d0da-57bd21e77443,excel,1,Could you add the necessary content to the Grade Statistics Table?,compare_xlsx_files,xlsx,qualified,full,20260109_145941,20260109_150345,[1],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/c8f8af98-a247-74a9-d0da-57bd21e77443.json,Workbook non-empty cells increased from 74 to 119.,
Microsoft_42,ac61e2fc-8802-8a80-5090-6a9d0316df87,excel,2,"Could you merge and center the cells A1:J1 in the Grade Statistics Table, and then sort the students in descending order based on the total score, and if the total scores are the same, sort by the math score in descending order, and then enter the ascending ranking in column J of the Grade Statistics Table?",compare_xlsx_files,xlsx,qualified,full,20260109_150345,20260109_150805,"[2, 3, 4]","[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/ac61e2fc-8802-8a80-5090-6a9d0316df87.json,Workbook non-empty cells increased from 119 to 131.,
Microsoft_43,2d2800bf-1f96-252c-feee-4aadecc86cd0,excel,1,Could you create a table named 'Beverage Retail Situation' in Excel and set the title format?,compare_xlsx_files,xlsx,qualified,full,20260109_093446,20260109_093541,[1],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/2d2800bf-1f96-252c-feee-4aadecc86cd0.json,Workbook non-empty cells increased from 0 to 1.,
Microsoft_43,b65cc461-da1c-e008-a865-7f37073f6005,excel,2,Could you add the table header and content to the 'Beverage Retail Situation' table?,compare_xlsx_files,xlsx,qualified,full,20260109_093541,20260109_094206,[2],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/b65cc461-da1c-e008-a865-7f37073f6005.json,Workbook non-empty cells increased from 1 to 2.,
Microsoft_43,db91472b-13c0-6202-728b-2495ea30988a,excel,3,Could you use formulas to calculate the sales volume in the 'Beverage Retail Situation' table?,compare_xlsx_files,xlsx,qualified,full,20260109_094206,20260109_094326,[3],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/db91472b-13c0-6202-728b-2495ea30988a.json,Workbook non-empty cells increased from 46 to 56.,
Microsoft_43,e9f07a77-0871-7a33-91e8-adff61915072,excel,4,Could you sort the data in the 'Beverage Retail Situation' table from high to low sales volume?,compare_xlsx_files,xlsx,qualified,full,20260109_094326,20260109_094554,[4],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/e9f07a77-0871-7a33-91e8-adff61915072.json,Could not find workbook content growth. Planned snapshots show an observable artifact change; using generic compare_xlsx_files evaluator.,
Microsoft_44,fbfe099a-8f00-f52f-3faa-f26031fc6880,excel,1,Could you open the file named 'Student Transcript.xlsx' and create a new table containing its content?,compare_xlsx_files,xlsx,qualified,full,20260108_215923,20260108_215959,[1],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/fbfe099a-8f00-f52f-3faa-f26031fc6880.json,Could not find target file appearance. Planned snapshots show an observable artifact change; using generic compare_xlsx_files evaluator.,
Microsoft_44,12b62d8b-e0c8-7d2d-1cef-d3849f14051a,excel,2,Could you set the data range to 'A1:H13' and generate a column chart with the subtype of three-dimensional clustered column chart?,compare_xlsx_files,xlsx,qualified,full,20260108_215959,20260108_220457,[2],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/12b62d8b-e0c8-7d2d-1cef-d3849f14051a.json,Workbook non-empty cells increased from 8 to 16.,
Microsoft_44,992a27b8-b464-e4c9-169d-c83ff940d58c,excel,3,"Could you set the data range to 'A1:H13' and generate a column chart with the subtype of three-dimensional clustered column chart, and then set the chart title to 'Student Grade Sheet', and then format the cells in the table?",compare_xlsx_files,xlsx,qualified,full,20260108_220457,20260108_221029,"[3, 4, 5]","[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/992a27b8-b464-e4c9-169d-c83ff940d58c.json,Workbook drawing/chart count increased from 0 to 1.,
Microsoft_45,aa3f20cb-eaeb-abcb-631a-a023262cb6b2,excel,1,"Could you create a table in Excel to organize the expense details by month, team, and staff, and then create a chart to visually represent the expense details?",compare_xlsx_files,xlsx,qualified,full,20260112_113718,20260112_113915,[1],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/aa3f20cb-eaeb-abcb-631a-a023262cb6b2.json,Target file changed between snapshots.,
Microsoft_45,7939f8d7-742c-d6f0-ae36-51d73f042d16,excel,2,Could you add functionality to sort the expense data in the table by ascending or descending order based on the boss's preference?,compare_xlsx_files,xlsx,qualified,full,20260112_113915,20260112_114827,[2],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/7939f8d7-742c-d6f0-ae36-51d73f042d16.json,Workbook non-empty cells increased from 608 to 650.,
Microsoft_45,ad3f3fe4-ed0c-c9cd-9ccd-9c5432879494,excel,3,Could you save the final workbook as 'final result.xlsx'?,compare_xlsx_files,xlsx,qualified,full,20260112_114827,20260112_114941,[3],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/ad3f3fe4-ed0c-c9cd-9ccd-9c5432879494.json,Target file appeared between snapshots.,
Microsoft_46,6983acb3-2e66-7255-ea62-a5573d934772,excel,1,"Could you create a project progress table in Excel, listing the tasks and their status for each team?",compare_xlsx_files,xlsx,qualified,full,20260112_142001,20260112_142247,[1],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/6983acb3-2e66-7255-ea62-a5573d934772.json,Workbook non-empty cells increased from 44 to 89.,
Microsoft_46,82502e25-00fd-54e0-8336-f56d193de31a,excel,2,"Could you add calculated columns (Achieve%, X, Remark) and save the Excel file?",compare_xlsx_files,xlsx,qualified,full,20260112_142247,20260112_142705,[2],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/82502e25-00fd-54e0-8336-f56d193de31a.json,Workbook non-empty cells increased from 89 to 108.,
Microsoft_47,0b4165c6-9921-c4a1-98ad-903c8bf40baa,word,1,Could you apply advanced typography to the economic briefing document?,compare_docx_files,docx,qualified,full,20260109_135009,20260109_135050,[1],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/0b4165c6-9921-c4a1-98ad-903c8bf40baa.json,Target file changed between snapshots.,
Microsoft_47,581398b5-b135-e970-8b28-56bc56c1d23d,word,2,Could you create custom page layouts for legal binding in the economic briefing document?,compare_docx_files,docx,qualified,full,20260109_135050,20260109_135227,[2],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/581398b5-b135-e970-8b28-56bc56c1d23d.json,Target file changed between snapshots.,
Microsoft_47,3bf56da3-b0da-af33-3ca5-557672fe1cc2,word,3,Could you structure data tables with precise sorting and border styling in the economic briefing document?,compare_docx_files,docx,qualified,full,20260109_135227,20260109_135903,[3],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/3bf56da3-b0da-af33-3ca5-557672fe1cc2.json,Target file changed between snapshots.,
Microsoft_48,923d1831-75f5-e92e-ad48-81d96f95a21c,word,1,"Could you open the 'Conference_Agenda.docx' file in Word and format the title to Arial Black, size 16, and center it?",compare_docx_files,docx,qualified,full,20260109_153925,20260109_154026,[1],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/923d1831-75f5-e92e-ad48-81d96f95a21c.json,Target file changed between snapshots.,
Microsoft_48,316bf519-3f54-fe24-ac54-52e83e3ac22f,word,2,Could you format the paragraph starting with 'Overview:' to have first line indent by 0.5 inches and line spacing of 1.5 lines?,compare_docx_files,docx,qualified,full,20260109_154026,20260109_154341,[2],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/316bf519-3f54-fe24-ac54-52e83e3ac22f.json,Target file changed between snapshots.,
Microsoft_48,2212fa68-c4c3-79fb-225c-6bf6db7ba80f,word,3,Could you replace all instances of 'TBD' with 'To Be Confirmed' in bold red text?,compare_docx_files,docx,qualified,full,20260109_154341,20260109_154424,[3],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/2212fa68-c4c3-79fb-225c-6bf6db7ba80f.json,Target file changed between snapshots.,
Microsoft_48,6643199a-f29e-2b8c-c2c0-21de81adf32c,word,4,"Could you convert the text block starting from 'Time,Session,Speaker,Room' to a table, apply the 'Grid Table 4 - Accent 1' style, and center the header row?",compare_docx_files,docx,qualified,full,20260109_154424,20260109_154517,[4],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/6643199a-f29e-2b8c-c2c0-21de81adf32c.json,Target file changed between snapshots.,
Microsoft_48,92d2c664-916e-ffe7-2b9b-a8e13572701e,word,5,"Could you add a new row below the table, type 'Total Sessions' in the first cell, merge the remaining cells, and type '4' in the merged cell?",compare_docx_files,docx,qualified,full,20260109_154517,20260109_154700,[5],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/92d2c664-916e-ffe7-2b9b-a8e13572701e.json,Target file changed between snapshots.,
Microsoft_48,4ac95aba-5bb7-cc74-c1da-88c5bf90ebe1,word,6,Could you insert a hyperlink for 'Official Website' and adjust the page layout to landscape with 1-inch margins?,compare_docx_files,docx,qualified,full,20260109_154700,20260109_154809,[6],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/4ac95aba-5bb7-cc74-c1da-88c5bf90ebe1.json,Target file changed between snapshots.,
Microsoft_48,d265f407-01cf-89b2-ef3f-891cfbcf35b8,word,7,Could you save the document as 'Final_Agenda.docx'?,compare_docx_files,docx,qualified,full,20260109_154809,20260109_154833,[7],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/d265f407-01cf-89b2-ef3f-891cfbcf35b8.json,Could not find target file content change. Planned snapshots show an observable artifact change; using generic compare_docx_files evaluator.,
Microsoft_49,e4d9ab38-c509-a719-ebd0-485464c83271,ppt,1,Could you create a new PowerPoint presentation for the topic of Shanghai?,compare_pptx_files,pptx,qualified,full,20260109_164001,20260109_164012,[1],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/e4d9ab38-c509-a719-ebd0-485464c83271.json,Target file changed between snapshots.,
Microsoft_49,8e1e3175-c06e-8294-d95e-866c096adc78,ppt,2,Could you format the layout of the presentation to make it visually appealing?,compare_pptx_files,pptx,qualified,full,20260109_164012,20260109_164229,[2],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/8e1e3175-c06e-8294-d95e-866c096adc78.json,Target file changed between snapshots.,
Microsoft_49,6f17e8d0-1029-70a7-3a58-19c5bdbd30bf,ppt,3,Could you insert specific data visualizations related to Shanghai into the presentation?,compare_pptx_files,pptx,qualified,full,20260109_164229,20260109_164529,[3],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/6f17e8d0-1029-70a7-3a58-19c5bdbd30bf.json,Target file changed between snapshots.,
Microsoft_49,73f6549b-f19b-27d5-dd6e-7166ffdfba86,ppt,3,Could you insert specific data visualizations related to Shanghai into the presentation?,compare_pptx_files,pptx,qualified,full,20260109_164229,20260109_164529,[3],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/73f6549b-f19b-27d5-dd6e-7166ffdfba86.json,Target file changed between snapshots.,
Microsoft_49,6f17e8d0-1029-70a7-3a58-19c5bdbd30bf,ppt,4,Could you insert specific data visualizations related to Shanghai into the presentation?,compare_pptx_files,pptx,qualified,full,20260109_164529,20260109_164548,[4],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/6f17e8d0-1029-70a7-3a58-19c5bdbd30bf.json,Target file changed between snapshots.,
Microsoft_49,73f6549b-f19b-27d5-dd6e-7166ffdfba86,ppt,4,Could you insert specific data visualizations related to Shanghai into the presentation?,compare_pptx_files,pptx,qualified,full,20260109_164529,20260109_164548,[4],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/73f6549b-f19b-27d5-dd6e-7166ffdfba86.json,Target file changed between snapshots.,
Microsoft_49,031fce4e-74d4-c4ef-5621-75d6b8bcaef6,ppt,5,Could you synchronize the visual transitions between slides in the presentation?,compare_pptx_files,pptx,qualified,full,20260109_164548,20260109_164612,[5],"[""pptx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/ppt/031fce4e-74d4-c4ef-5621-75d6b8bcaef6.json,Could not find target file content change. Planned snapshots show an observable artifact change; using generic compare_pptx_files evaluator.,
Microsoft_50,7ea9daef-9cc5-f847-d403-883210e47a96,excel,1,Could you open the 'Employee_Payroll.xlsx' and prepare the data for calculating performance-based bonuses?,compare_xlsx_files,xlsx,qualified,full,20260109_174950,20260109_175007,[1],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/7ea9daef-9cc5-f847-d403-883210e47a96.json,Could not find target file appearance. Planned snapshots show an observable artifact change; using generic compare_xlsx_files evaluator.,
Microsoft_50,0cbd7ad5-3244-f7dd-a162-32c3cd04d71a,excel,2,Could you calculate the performance-based bonuses for each employee in the 'Employee_Payroll.xlsx'?,compare_xlsx_files,xlsx,qualified,full,20260109_175007,20260109_175100,[2],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/0cbd7ad5-3244-f7dd-a162-32c3cd04d71a.json,Workbook non-empty cells increased from 55 to 63.,
Microsoft_50,71a0caf9-4f17-471f-7eaf-345cf302c735,excel,3,Could you estimate the personal income tax for each employee in the 'Employee_Payroll.xlsx'?,compare_xlsx_files,xlsx,qualified,full,20260109_175100,20260109_175200,[3],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/71a0caf9-4f17-471f-7eaf-345cf302c735.json,Workbook non-empty cells increased from 63 to 71.,
Microsoft_50,602e889b-7340-b6d3-9361-daf7aee6d4b9,excel,4,Could you format the salary data in the 'Employee_Payroll.xlsx'?,compare_xlsx_files,xlsx,qualified,full,20260109_175200,20260109_175426,[4],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/602e889b-7340-b6d3-9361-daf7aee6d4b9.json,Workbook non-empty cells increased from 79 to 82.,
Microsoft_50,605c8f67-d9d4-c36d-d1be-eab478f4faec,excel,5,"Could you create a chart to visualize the department-wise salary distribution in the 'Employee_Payroll.xlsx', and then save the final 'Employee_Payroll.xlsx' as 'Corporate_Payroll_2026.xlsx'?",compare_xlsx_files,xlsx,qualified,full,20260109_175426,20260109_175642,"[5, 6]","[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/605c8f67-d9d4-c36d-d1be-eab478f4faec.json,Workbook drawing/chart count increased from 0 to 1.,
Microsoft_51,ed223665-2731-1c8b-f7e3-5f80e9297825,word,1,Could you open the 'Shanghai_Culture.docx' document in Word and format the main title?,compare_docx_files,docx,qualified,full,20260110_104817,20260110_104835,[1],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/ed223665-2731-1c8b-f7e3-5f80e9297825.json,Target file changed between snapshots.,
Microsoft_51,048fa710-23ac-0215-e00b-2281e0ac370c,word,2,Could you apply advanced layout techniques to enhance the visual appeal of the document?,compare_docx_files,docx,qualified,full,20260110_104835,20260110_105100,[2],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/048fa710-23ac-0215-e00b-2281e0ac370c.json,Target file changed between snapshots.,
Microsoft_51,61ce5c56-08e3-770e-287f-0f9ff3d6929b,word,3,"Could you add standardized page elements such as headers, footers, and page numbers to the document?",compare_docx_files,docx,qualified,full,20260110_105100,20260110_105335,[3],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/61ce5c56-08e3-770e-287f-0f9ff3d6929b.json,Target file changed between snapshots.,
Microsoft_51,94e117e6-e99b-968b-0e25-ce80aa6b6f9e,word,4,Could you finalize the document to create a high-quality cultural report?,compare_docx_files,docx,qualified,full,20260110_105335,20260110_105458,[4],"[""docx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/word/94e117e6-e99b-968b-0e25-ce80aa6b6f9e.json,Target file changed between snapshots.,
Microsoft_52,6c9e3167-60ef-04c5-3e57-7ba111c60955,excel,1,Could you open the 'Warehouse_Inventory.xlsx' file and prepare the data for stock evaluation?,compare_xlsx_files,xlsx,qualified,full,20260110_150702,20260110_150746,[1],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/6c9e3167-60ef-04c5-3e57-7ba111c60955.json,Could not find target file appearance. Planned snapshots show an observable artifact change; using generic compare_xlsx_files evaluator.,
Microsoft_52,23c9c64b-5fb3-3ec9-e434-d323fe8ce735,excel,2,Could you calculate the sales revenue based on the inventory data?,compare_xlsx_files,xlsx,qualified,full,20260110_150746,20260110_150808,[2],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/23c9c64b-5fb3-3ec9-e434-d323fe8ce735.json,Workbook non-empty cells increased from 60 to 69.,
Microsoft_52,9b2b5648-c3e2-8a09-ac98-0cae3c314dec,excel,3,Could you create a dynamic inventory status dashboard in Excel to visualize the stock levels and sales revenue?,compare_xlsx_files,xlsx,qualified,full,20260110_150808,20260110_150838,[3],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/9b2b5648-c3e2-8a09-ac98-0cae3c314dec.json,Workbook non-empty cells increased from 69 to 78.,
Microsoft_52,bcd6889e-1587-fddf-1aea-b59a5eef4dc8,excel,3,Could you create a dynamic inventory status dashboard in Excel to visualize the stock levels and sales revenue?,compare_xlsx_files,xlsx,qualified,full,20260110_150808,20260110_150838,[3],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/bcd6889e-1587-fddf-1aea-b59a5eef4dc8.json,Workbook non-empty cells increased from 69 to 78.,
Microsoft_52,dd7e0de0-0eac-04cb-be2f-501280fec454,excel,3,Could you create a dynamic inventory status dashboard in Excel to visualize the stock levels and sales revenue?,compare_xlsx_files,xlsx,qualified,full,20260110_150808,20260110_150838,[3],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/dd7e0de0-0eac-04cb-be2f-501280fec454.json,Workbook non-empty cells increased from 69 to 78.,
Microsoft_52,9b2b5648-c3e2-8a09-ac98-0cae3c314dec,excel,4,Could you create a dynamic inventory status dashboard in Excel to visualize the stock levels and sales revenue?,compare_xlsx_files,xlsx,qualified,full,20260110_150838,20260110_151248,[4],"[""xlsx""]",evaluation_examples/rule_based_bundle/Microsoft/examples_windows/excel/9b2b5648-c3e2-8a09-ac98-0cae3c314dec.json,Workbook non-empty cells increased from 78 to 87.,
